id,method,factors,nobs,ncat,bias_withC_L_SE6,bias_withC_L_SEa,bias_withC_L_SE7,bias_withC_T_SEi6,bias_withC_T_SEi7,bias_withC_C_SE1
3888,DWLS,4,800,2,1.6101302960924984,1.9055303499949403,1.4206279290558632,2.259946751604125,2.2818382312800063,2.1359438702053755
3889,DWLS,4,800,2,1.6719761924145184,1.8314115439919703,1.5704536429955531,2.259828058336365,2.281774957040296,2.1533604854758157
3890,DWLS,4,800,2,1.105753348719328,1.4229257545715204,1.1123747072361432,2.259828058336365,2.280064858119666,2.296795450572536
3891,DWLS,4,800,2,1.6297016207279877,2.0295254637073104,1.205882536765803,2.259828058336365,2.281814503964826,2.1529099346055562
3892,DWLS,4,800,2,1.3611376593670184,1.71918708018138,0.7308257686957732,2.259194761387155,2.2816483951264566,2.117589706771246
3893,DWLS,4,800,2,0.7869542422086783,1.4243556198715,1.3735710701570532,2.2494410345260847,2.281814503964826,2.414352391053916
3894,DWLS,4,800,2,1.5341398818583083,1.8715549449071203,1.525513673005463,2.259946751604125,2.2807065284445565,2.2737238406384863
3895,DWLS,4,800,2,1.7905950606364482,1.8126989116067402,0.8140566970088935,2.256498236808835,2.2780100038662363,2.013900427336486
3896,DWLS,4,800,2,1.8651063602468883,2.0066748530148804,1.0579801586626234,2.2602078213498444,2.2815613734181466,2.030181758186046
3897,DWLS,4,800,2,1.3588768860934484,1.9628059856572198,1.1761938265451028,2.256498236808835,2.2815613734181466,1.767616146793606
3898,DWLS,4,800,2,1.596419341223048,2.0966298277234903,1.426418472233423,2.2549718969532453,2.280064858119666,2.0927709440264564
3899,DWLS,4,800,2,1.4255372234096884,1.92243870314079,1.406512668085183,2.2596935202521546,2.2816483951264566,2.071405651686426
3900,DWLS,4,800,2,1.3223548079632184,1.97768821126934,1.218305011865073,2.253187873456625,2.281054897260056,2.1562991777557756
3901,DWLS,4,800,2,1.146920695937588,1.53314035104622,1.096432262667263,2.2583073916983247,2.281774957040296,2.315834272599096
3902,DWLS,4,800,2,1.6517704252397882,2.0704916712223103,1.2896469521040934,2.260049606360745,2.279557533655676,2.0807303597375357
3903,DWLS,4,800,2,1.6962986402842384,1.9369705772180001,1.201376359154003,2.2602078213498444,2.2802946448392163,2.129970887261956
3904,DWLS,4,800,2,1.7121174294649883,1.9140379482720502,1.538406402147183,2.259946751604125,2.2808886472515466,2.2085692423921763
3905,DWLS,4,800,2,1.2750485280028583,1.6073599493662598,1.1076468032350129,2.2602631899828944,2.2697351084364463,2.2715826884525963
3906,DWLS,4,800,2,1.3043797027581079,1.6663876352107303,1.2138794758962332,2.2568397169996146,2.264952533452596,2.213256855941966
3907,DWLS,4,800,2,1.7085935416525582,2.0648438221835903,1.2315633484181834,2.253187873456625,2.2751698842750065,2.2639804512715056
3908,DWLS,4,800,2,1.702565322255218,1.8785817123456303,1.431322108788193,2.258996764094865,2.279819158755726,2.031271352529736
3909,DWLS,4,800,2,1.110499053417148,1.5282607955798,1.2932402117069328,2.260326464222605,2.279279968871846,2.446064362914106
3910,DWLS,4,800,2,1.3333682534572984,1.8871599884960302,1.227346830827193,2.2595431302026547,2.2816483951264566,2.109219731598866
3911,DWLS,4,800,2,1.715847059002218,2.21046836663428,0.8864656085413529,2.2603027369074247,2.279819158755726,1.9971844560480658
3912,DWLS,4,800,2,1.3969607678842282,1.9054657374521702,1.0698086638541229,2.260326464222605,2.2805085311522664,2.180699713230526
3913,DWLS,4,800,2,1.565574989331818,1.96682234574053,1.4768002392286033,2.260326464222605,2.279279968871846,2.068997827956006
3914,DWLS,4,800,2,1.6598355856302185,2.00319483458649,1.6616402902205432,2.259828058336365,2.2813398253937662,2.004379955836206
3915,DWLS,4,800,2,1.0310359012245882,1.8220559630533304,1.092922045417253,2.256498236808835,2.2815613734181466,2.1758252535972957
3916,DWLS,4,800,2,2.0939789331604883,2.26721189561193,1.234037692398833,2.260334373187715,2.2818382312800063,2.130092130119516
3917,DWLS,4,800,2,1.5091511877172379,1.54506175644043,1.3159520409755634,2.2603027369074247,2.2818382312800063,2.458671614308576
3918,DWLS,4,800,2,1.8753954626679379,1.83400360015362,0.9308478533647434,2.259946751604125,2.2813398253937662,2.3311996664241357
3919,DWLS,4,800,2,1.2709604176755782,1.74907155064207,1.657070596309013,2.257768201814455,2.2813398253937662,2.1622272026435656
3920,DWLS,4,800,2,1.5529011177038878,2.03840409025981,1.4009661780566032,2.2602078213498444,2.280064858119666,1.9947990506583961
3921,DWLS,4,800,2,1.162603517676468,1.72077387074874,1.1893081524396234,2.2595431302026547,2.280064858119666,2.340519543380506
3922,DWLS,4,800,2,1.322717333696108,1.6454397152475,1.299820047071713,2.259828058336365,2.281814503964826,2.4512165676902056
3923,DWLS,4,800,2,1.8311958020184385,2.02305006416573,1.300107566842203,2.2494410345260847,2.2772789573331162,2.1519025572890165
3924,DWLS,4,800,2,1.4098267726127982,1.76463088220409,1.388721085049823,2.253658117217605,2.2815613734181466,2.175055634048296
3925,DWLS,4,800,2,1.180640802597198,1.7280486283583003,1.1002967252572535,2.257768201814455,2.2776525013357363,2.136994496784416
3926,DWLS,4,800,2,1.5695430957822678,2.07273104845294,1.4217294889329533,2.2596935202521546,2.2813398253937662,2.1382728460015863
3927,DWLS,4,800,2,1.1835772913920781,1.90001886673994,0.9624559030307234,2.2602078213498444,2.281054897260056,2.174329358088546
3928,DWLS,4,800,2,1.593966018488458,2.04417231979337,1.4860384454771531,2.257768201814455,2.2818382312800063,2.105970870954406
3929,DWLS,4,800,2,1.6065281751925884,1.6953129799072104,1.3137571266194632,2.259194761387155,2.2677849639185963,2.2200342092134657
3930,DWLS,4,800,2,1.453767726282918,1.81848264064033,1.009998211778263,2.2595431302026547,2.2805085311522664,1.8989083907116462
3931,DWLS,4,800,2,1.658421089208638,1.9666695808415104,1.3867012845949334,2.2596935202521546,2.2818382312799965,1.9773495064418363
3932,DWLS,4,800,2,1.2536170713892383,1.89741520966158,1.386585578386533,2.2595431302026547,2.2776525013357363,2.319627738603326
3933,DWLS,4,800,2,1.5736285716381484,1.7273824623679503,1.136345290427533,2.256498236808835,2.2818145039648163,2.063679760931906
3934,DWLS,4,800,2,1.7794108064346281,1.96740466941304,1.433393342819083,2.259376880194145,2.2813398253937662,2.124673193475366
3935,DWLS,4,800,2,1.6321864421970484,1.5342673188464897,0.908427585155943,2.259946751604125,2.279819158755726,2.3942619513897956
3936,DWLS,4,800,2,1.596140074451298,2.08860448107542,1.4760790497747731,2.259194761387155,2.2818382312800063,2.0826495573425556
3937,DWLS,4,800,2,1.6642087577808384,1.8122305364940299,1.407980211424573,2.259376880194145,2.279819158755726,2.159708559181426
3938,DWLS,4,800,2,1.5203095457330478,1.94952279955456,1.2645113409842035,2.258782877781815,2.281719588407246,2.011532131329906
3939,DWLS,4,800,2,1.2769222421823683,1.90347807207093,1.0728294087258832,2.2602078213498444,2.2691015754027766,1.9737680561263362
3940,DWLS,4,800,2,1.4458984224119078,1.6682154105798,0.4944983352611329,2.257165193112445,2.281719588407236,1.977873729886026
3941,DWLS,4,800,2,1.8774339352230982,2.0416788333438602,1.1290305521777233,2.2583073916983247,2.2818145039648163,2.085165204420846
3942,DWLS,4,800,2,1.1838115150754183,1.74168870263368,0.7228456893585332,2.259376880194145,2.278986449598546,1.9758517462699563
3943,DWLS,4,800,2,1.768039002893168,1.8866639515995702,1.3218859291926632,2.260049606360745,2.2816483951264566,2.186542138871006
3944,DWLS,4,800,2,1.665313901740658,2.11335603887862,1.395595164558953,2.260334373187715,2.279819158755726,2.042779227057556
3945,DWLS,4,800,2,1.1748067494324783,1.9642177609489302,0.9024906480720234,2.259194761387155,2.2805085311522664,2.039830056684646
3946,DWLS,4,800,2,1.4691050611529284,1.8468635393272204,1.2058785611077032,2.2511446313290753,2.281719588407236,2.123568718656696
3947,DWLS,4,800,2,1.5981664727960685,2.0479193694230498,0.9788068427822129,2.259376880194145,2.281054897260056,2.0564983318513557
3948,DWLS,4,800,2,0.9435681607641383,1.6818789964569703,1.2200370079214533,2.259376880194145,2.2813398253937662,2.283810037148536
3949,DWLS,4,800,2,1.4104488518546578,1.9496899921169901,1.3609385468271233,2.2596935202521546,2.2815613734181466,2.3061441398315257
3950,DWLS,4,800,2,1.7124468958501782,1.9137400938206304,1.2329497245760532,2.260049606360745,2.276889351852286,2.076528685428846
3951,DWLS,4,800,2,1.942960552309718,1.9531861716956305,1.0822688348208833,2.257165193112445,2.2807065284445565,2.106080352005176
3952,DWLS,4,800,2,1.4946047931476185,1.6307457671565002,1.1559724205973232,2.2585530910622644,2.281774957040296,2.314277510023056
3953,DWLS,4,800,2,1.4287183352103883,1.8471703335666902,1.323566870419953,2.2602631899828944,2.281205287309556,1.9881872713156459
3954,DWLS,4,800,2,1.657162810344278,2.1208497255083003,1.402873837435093,2.258996764094865,2.281774957040296,1.9472746758374258
3955,DWLS,4,800,2,1.7322375936927585,2.01285758555474,1.142684191505103,2.252198759594285,2.281205287309556,2.0724464881965963
3956,DWLS,4,800,2,1.080296169031538,1.7252598591509702,1.492532191352813,2.260334373187715,2.274699640514026,2.176581758831406
3957,DWLS,4,800,2,1.5552249455893978,1.8104303461142404,0.9621370266613534,2.2574746825411447,2.2742131967113264,2.163758548867186
3958,DWLS,4,800,2,1.1705157658463785,1.5788561018072405,0.911352832585053,2.2574746825411447,2.281054897260056,2.105569315595536
3959,DWLS,4,800,2,1.7449139765420285,2.1910930515123,1.5699238304032532,2.2568397169996146,2.2776525013357363,1.9077662573909762
3960,DWLS,4,800,2,1.2856027583902585,1.7459144821334398,1.187624488567883,2.257165193112445,2.2772789573331162,2.230117617730036
3961,DWLS,4,800,2,1.502408005404178,2.01962687808298,1.0672875527113934,2.259946751604125,2.2776525013357363,2.0803347077712164
3962,DWLS,4,800,2,1.770126034306648,1.8449171121886598,0.9253788024429332,2.258996764094865,2.281774957040296,2.166600119952606
3963,DWLS,4,800,2,1.1514935684078984,1.7800800600076,1.300990855147863,2.2583073916983247,2.2815613734181466,1.996782178883326
3964,DWLS,4,800,2,1.4542642641798582,1.8801654378865897,1.1527925108691834,2.258782877781815,2.281814503964826,1.941552490673256
3965,DWLS,4,800,2,1.7530626063099382,1.6559398250280903,1.0288841810444933,2.260326464222605,2.2805085311522664,2.094050881568406
3966,DWLS,4,800,2,1.560456371593278,1.72508998986617,1.015002466498823,2.259828058336365,2.278986449598546,1.9307197622712762
3967,DWLS,4,800,2,1.3773947763490384,1.6770112087124804,0.9476544832928029,2.2596935202521546,2.2805085311522664,2.0290129029000563
3968,DWLS,4,800,2,1.4847468293613983,1.86572133173456,1.638915429748973,2.260326464222605,2.2818382312800063,2.2471915756889156
3969,DWLS,4,800,2,1.5092130031530384,1.87139077689768,1.1247134183599434,2.2577682018144447,2.281719588407236,2.188583649726556
3970,DWLS,4,800,2,1.5144001170632784,1.9719895883270298,1.1569566606329031,2.259194761387155,2.281719588407246,2.175050562142026
3971,DWLS,4,800,2,1.586778022165658,1.7804357914846802,0.8546780325228632,2.2574746825411447,2.2807065284445565,2.0510736544282864
3972,DWLS,4,800,2,1.1626711285781786,1.63324689801519,1.445308756788273,2.2602078213498347,2.281774957040296,2.353148112329026
3973,DWLS,4,800,2,1.0266598869148083,1.67085631585598,0.9983268840031132,2.260049606360745,2.2715370278786158,1.982679383519146
3974,DWLS,4,800,2,1.8402511132706183,2.1054668712971703,1.194029732331963,2.260136628069055,2.2764836640106463,2.007546787132856
3975,DWLS,4,800,2,1.6309759595453985,2.09195464755552,1.453216214682523,2.2577682018144447,2.281774957040296,1.9885445533776358
3976,DWLS,4,800,2,1.188529973396398,1.70101766341441,1.394964543136493,2.2602631899828944,2.2814585186615264,2.049693748075196
3977,DWLS,4,800,2,1.3746924457980383,2.1302274530782803,1.3735049218394733,2.259828058336365,2.281054897260056,2.072834686014386
3978,DWLS,4,800,2,1.4091340614783683,1.7250065318851302,1.390028035297043,2.2553775847948847,2.281054897260056,2.072307376533806
3979,DWLS,4,800,2,1.2679074773441483,1.6685542914570202,1.125027676959013,2.259828058336365,2.279819158755726,2.157301873081636
3980,DWLS,4,800,2,1.5456071236319278,1.93743398586754,1.4015933040594033,2.259828058336365,2.281205287309556,2.089911690258356
3981,DWLS,4,800,2,1.1750951453745078,1.7064942459760604,1.535437811922623,2.2602078213498347,2.2815613734181466,2.385994402471656
3982,DWLS,4,800,2,1.1152302910228882,1.4795821326232799,1.032214359557773,2.258782877781815,2.2780100038662363,2.2459297398798657
3983,DWLS,4,800,2,1.676913838084528,2.1426404447127902,0.8670312461273332,2.2602631899828944,2.281774957040296,1.7430625168959462
3984,DWLS,4,800,2,1.3779948686180683,1.5884280970413203,0.657939861718343,2.2602631899828944,2.281054897260056,2.0451854018716458
3985,DWLS,4,800,2,1.2684940709471384,1.9002126908038799,0.993178111985113,2.260136628069045,2.278986449598546,2.056328760959316
3986,DWLS,4,800,2,1.3133199467958483,1.7563310796990603,1.321367499905323,2.259946751604125,2.276889351852286,2.314375813685906
3987,DWLS,4,800,2,1.4293511269974482,2.0881384812194397,1.0284984695533934,2.258996764094865,2.2813398253937662,2.258459324557296
3988,DWLS,4,800,2,1.5665170425893882,2.04529728208954,1.0436333288660629,2.255767190275715,2.2807065284445565,1.981461305049946
3989,DWLS,4,800,2,1.4119548883892379,1.7768497001667203,1.4304636550091732,2.2602631899828944,2.2813398253937662,2.162869734046016
3990,DWLS,4,800,2,1.3137785108560083,1.55843344108935,1.1946016640129633,2.2580457665982747,2.2813398253937662,2.141048575458896
3991,DWLS,4,800,2,1.424167882030388,1.7377229558480998,1.1200238701127532,2.259194761387155,2.278351484057016,2.204863058467726
3992,DWLS,4,800,2,1.1947025689111983,1.66645793524657,1.2384375789582334,2.259946751604125,2.2780100038662363,2.206082438447596
3993,DWLS,4,800,2,1.3890049781748584,1.9167344753921698,0.9154780148069731,2.2595431302026547,2.281814503964826,1.7369457461497464
3994,DWLS,4,800,2,1.2532721417013184,1.9116206545642298,1.4623186529693133,2.259376880194145,2.281774957040296,1.8796655156494757
3995,DWLS,4,800,2,1.5105663957376885,2.01035668696943,1.3028398185246932,2.256498236808835,2.2802946448392163,2.314771166220776
3996,DWLS,4,800,2,1.4669721822726882,1.85759659817823,1.3446366597076733,2.260334373187715,2.2818145039648163,2.001143576833866
3997,DWLS,4,800,2,1.388010644288068,1.9157777327126904,1.536305453708333,2.260334373187715,2.279819158755726,1.9289222789031057
3998,DWLS,4,800,2,1.916211811845788,2.0215678220997404,1.1627925172343532,2.2583073916983247,2.2786769601698462,2.076677319674706
3999,DWLS,4,800,2,1.8056753289701786,2.05351843688387,0.7617380854644334,2.252701429653925,2.280064858119666,2.182663886763226
4000,DWLS,4,800,2,1.499001798363768,1.96939601225824,1.231460378160943,2.260326464222605,2.2818382312800063,2.096902785422256
4001,DWLS,6,800,2,1.534654398765508,1.73431285323271,0.941003387395823,2.253187873456625,2.2813398253937662,2.298285969801956
4002,DWLS,6,800,2,1.603076343946088,1.8597778312783704,1.0162893852693735,2.256140734278335,2.2808886472515466,2.008495188149146
4003,DWLS,6,800,2,1.4806420198031383,1.9399982272688403,1.1561506160908834,2.258782877781815,2.281719588407246,2.076320997274366
4004,DWLS,6,800,2,1.753562297334648,1.8077874446070903,0.7579962078504032,2.2541121862538045,2.279819158755726,1.9430903231789358
4005,DWLS,6,800,2,1.5616547377802783,1.8090768172342702,1.259528282648053,2.259194761387155,2.2818382312800063,2.116973541784306
4006,DWLS,6,800,2,1.3911243969134783,1.61869446512291,0.6361757095168931,2.2602631899828944,2.2776525013357363,2.290229512829716
4007,DWLS,6,800,2,1.6028260993926582,2.1316180402889198,1.2052962779336234,2.260334373187715,2.281054897260056,2.104491497860366
4008,DWLS,6,800,2,1.283138212574638,1.5401389195061301,0.7658168576515731,2.259946751604125,2.2808886472515466,1.9235294124887163
4009,DWLS,6,800,2,1.4088318164754379,1.89775885564714,0.775035392220113,2.2602078213498347,2.280064858119666,1.9289077508027357
4010,DWLS,6,800,2,1.2182213214396678,1.68514025899167,1.3462249828047532,2.256140734278335,2.2805085311522664,2.358877174209066
4011,DWLS,6,800,2,1.3036494813710484,1.9337616738787804,1.1515571380764735,2.2511446313290753,2.2813398253937662,2.3535283752981457
4012,DWLS,6,800,2,1.3609886458152878,1.65044352273181,0.9478353647585633,2.260326464222605,2.2814585186615264,2.1683522624183755
4013,DWLS,6,800,2,1.6326391362607682,1.85521151294213,1.1904894426296129,2.260326464222605,2.280064858119666,2.1626047882200865
4014,DWLS,6,800,2,1.285576596312838,1.6947636503790302,0.8283738775028533,2.2585530910622644,2.281719588407246,2.1952991843337557
4015,DWLS,6,800,2,1.5234083884875385,1.9885932551860102,1.0150771127604228,2.260302736907415,2.2815613734181466,2.1738085245293264
4016,DWLS,6,800,2,1.499731454223638,2.1780242359482496,0.8638549340046029,2.259828058336365,2.2818461402451162,1.8941894880291756
4017,DWLS,6,800,2,1.4600820349987282,1.7664839530099203,1.048010378980143,2.2602631899828944,2.2814585186615264,2.155780318361986
4018,DWLS,6,800,2,1.4661002880400482,1.6992598279592603,1.2278704850330633,2.256498236808835,2.2807065284445565,2.1882279764454857
4019,DWLS,6,800,2,1.6505166548111183,2.01688528917353,0.950683862695223,2.260136628069055,2.278986449598546,2.120478311896596
4020,DWLS,6,800,2,1.9152614224911781,1.7825138712404902,1.074630744386733,2.260136628069055,2.2815613734181466,2.047524949334916
4021,DWLS,6,800,2,1.7232539314594681,2.0989620647524,0.874601778815643,2.259376880194145,2.2813398253937662,1.9849483917397956
4022,DWLS,6,800,2,1.6941532075090784,2.0646997146854402,1.0128670880512032,2.2574746825411447,2.2786769601698462,1.9170085616489863
4023,DWLS,6,800,2,1.7571165425177782,2.0998274776497303,1.076189736777773,2.260049606360745,2.278351484057016,2.0534141159527364
4024,DWLS,6,800,2,1.597026057892568,1.7104905769743002,1.0307884400668328,2.260049606360745,2.281719588407236,2.284758099489506
4025,DWLS,6,800,2,1.191391874886618,1.6649403736538801,1.366928331326173,2.2596935202521546,2.2786769601698462,2.197510672834866
4026,DWLS,6,800,2,1.4122798975826683,1.7702921553695599,0.8719585863223432,2.260334373187715,2.2818461402451162,2.311493812517476
4027,DWLS,6,800,2,1.3938501935551184,1.8719608985100202,1.1045658820886033,2.2574746825411447,2.2807065284445565,2.056990400041266
4028,DWLS,6,800,2,1.2621727061525478,1.8585532273187801,1.150648263581333,2.252701429653925,2.2807065284445565,2.1957199575375057
4029,DWLS,6,800,2,1.4972350651079283,1.89678199440493,1.3365971399252834,2.2602078213498444,2.2818145039648163,2.180337375892826
4030,DWLS,6,800,2,1.2374504875687184,1.9348154251119603,1.067683273351483,2.259194761387155,2.279279968871846,2.058980007349006
4031,DWLS,6,800,2,1.3151756687975282,1.8173907585086704,1.169239069097163,2.2603027369074247,2.2786769601698462,2.0016506279175457
4032,DWLS,6,800,2,1.2982098613012785,1.7457834425175505,1.0805431305979731,2.258996764094865,2.2805085311522664,2.156719784519026
4033,DWLS,6,800,2,1.2825848183706579,1.73656508904481,1.1008761221235335,2.260326464222605,2.2786769601698462,1.9776364370833257
4034,DWLS,6,800,2,1.2885226385165378,1.6990750794197602,1.2484629603012734,2.2595431302026547,2.281814503964826,2.156666525285516
4035,DWLS,6,800,2,1.9563451418855182,2.13197499818244,0.9710871738559134,2.259946751604125,2.2818382312800063,2.020767656523436
4036,DWLS,6,800,2,1.2205252950690983,1.8408064446838104,1.2096354261545532,2.253658117217605,2.281774957040296,2.112780290785436
4037,DWLS,6,800,2,1.569502866597308,1.8959943497898903,0.978708786308903,2.260136628069055,2.263436093620546,1.731394199152316
4038,DWLS,6,800,2,1.3800822509239579,1.6579294981904302,1.1740205709720133,2.2595431302026547,2.281719588407246,2.446943877684276
4039,DWLS,6,800,2,1.3305326274667282,1.9059801366227702,0.9128323091111334,2.259194761387155,2.281719588407246,2.2930859864464463
4040,DWLS,6,800,2,1.359816975881218,1.7580183324712901,0.7385744340303633,2.260326464222605,2.281054897260056,2.135475101783766
4041,DWLS,6,800,2,1.143225176338568,1.79062396162619,0.9220936854569428,2.2568397169996146,2.2816483951264463,2.019059617403466
4042,DWLS,6,800,2,1.035704069216748,1.7999917913547305,1.1130863416917234,2.259828058336365,2.2816483951264463,2.208643741016196
4043,DWLS,6,800,2,1.3242526280282578,1.43045457654409,1.373283319681193,2.2596935202521546,2.2805085311522664,2.405475288235416
4044,DWLS,6,800,2,1.5969572284817082,1.8399901684920401,1.326347070411623,2.259828058336365,2.281054897260056,2.041651148531916
4045,DWLS,6,800,2,1.665067598812698,1.6337943728769198,0.9662826185866731,2.2574746825411447,2.2815613734181466,2.161666394457466
4046,DWLS,6,800,2,1.679996941436518,2.0229077334652903,1.3737414014077833,2.260136628069045,2.273710526651646,2.274561805122156
4047,DWLS,6,800,2,1.8245129206701578,1.95155259632512,0.543803068985603,2.259828058336365,2.279557533655676,1.962368067565546
4048,DWLS,6,800,2,1.4766348206620483,1.65512481289204,0.7662783912552734,2.2585530910622644,2.2726563983864767,2.146327815470616
4049,DWLS,6,800,2,0.9451369927995279,1.5067939944112998,1.1749480075513927,2.258782877781815,2.281054897260056,2.383768060323886
4050,DWLS,6,800,2,1.4932406204997681,1.6385833876482,1.1191567171744632,2.256498236808835,2.275623953311206,2.031116690230186
4051,DWLS,6,800,2,1.2198796079107983,1.6351678924425301,0.9078834907216831,2.260326464222605,2.278986449598546,2.323897288197016
4052,DWLS,6,800,2,1.807775508312498,1.6961467542726198,0.750081140105703,2.258782877781815,2.279557533655676,2.0830031248122065
4053,DWLS,6,800,2,1.7188435924428278,1.9438301886720701,0.9881701349995935,2.260326464222605,2.272104883223166,2.0258734257319064
4054,DWLS,6,800,2,1.6187404816019684,1.85078642426628,1.0742376568271033,2.253187873456625,2.2772789573331162,2.3549941973089963
4055,DWLS,6,800,2,1.641187582134178,1.88480137687874,0.9347789470042833,2.2602078213498347,2.2814585186615264,2.0923583276016964
4056,DWLS,6,800,2,1.5458009923390783,1.57099450904995,1.183135042251883,2.258996764094865,2.2780100038662363,2.2377418235726663
4057,DWLS,6,800,2,1.3552237115834684,1.9949670096371301,0.9886305156823434,2.260302736907415,2.2802946448392163,1.9942040360029258
4058,DWLS,6,800,2,1.2053951941000582,1.4782225804135802,0.6574616376287035,2.258996764094865,2.2814585186615264,2.119300157402966
4059,DWLS,6,800,2,1.3028088669998383,1.8357807786165699,0.9564257556722932,2.2603027369074247,2.276889351852286,2.2205754059474963
4060,DWLS,6,800,2,1.4619054607192081,1.75378213669357,0.915098392240573,2.2602631899828944,2.2808886472515466,2.246832053654376
4061,DWLS,6,800,2,1.6279375241600385,1.6456046843782102,0.7032759040484532,2.260049606360745,2.2816483951264566,2.4147652536669764
4062,DWLS,6,800,2,1.349993162607678,1.7449314239394498,1.0019288925174132,2.2603027369074247,2.281719588407246,2.176399354472426
4063,DWLS,6,800,2,1.2679116278461084,2.05175951849715,1.483383138796793,2.259828058336365,2.2818461402451162,2.103250275383846
4064,DWLS,6,800,2,1.3930610274207083,1.7925614187015,0.842346281905433,2.257165193112445,2.2786769601698462,2.141718196424326
4065,DWLS,6,800,2,1.5774857628186083,1.9254419472726805,1.1331221986757427,2.2596935202521546,2.278986449598546,2.2865485626465163
4066,DWLS,6,800,2,1.7153656019046983,2.1599453141524902,1.1630343071494034,2.260326464222605,2.2814585186615264,2.097103946113146
4067,DWLS,6,800,2,1.740961166961858,1.9507674297279203,0.9688803689835129,2.2574746825411447,2.278351484057016,2.0755443094815162
4068,DWLS,6,800,2,1.8183937650997684,2.10767678496601,1.0628855003749333,2.258553091062255,2.2813398253937662,2.0554254328879056
4069,DWLS,6,800,2,1.8795292638009484,1.91808564868194,1.087874565285623,2.258996764094865,2.278351484057016,2.070598015011666
4070,DWLS,6,800,2,1.6198185543955281,2.0025137390364898,1.0605307074113932,2.260326464222605,2.2818145039648163,2.125919813441586
4071,DWLS,6,800,2,1.6419736693988483,2.29369510056003,1.1215105366027531,2.2602631899828944,2.2805085311522664,2.155183159613306
4072,DWLS,6,800,2,1.682749345861228,1.5221741137846503,1.1353050160231533,2.2595431302026547,2.279557533655676,2.020468122813436
4073,DWLS,6,800,2,1.2201053903445982,1.4044469806866597,0.9741579020108033,2.257165193112445,2.2780100038662363,2.221416470717326
4074,DWLS,6,800,2,1.8219667892550584,2.3256847548065203,1.249458025506723,2.2580457665982747,2.279819158755726,2.006187596021646
4075,DWLS,6,800,2,1.0164166783409785,1.4897661971197198,0.8298184126529135,2.260136628069045,2.2816483951264463,2.159736735426586
4076,DWLS,6,800,2,1.3604201596039784,1.79779640011426,1.3870197326355933,2.259194761387155,2.2780100038662363,2.1956397464138457
4077,DWLS,6,800,2,1.672148217396098,1.78200479559212,0.8562628023856531,2.2602631899828944,2.2815613734181466,2.1142593863122965
4078,DWLS,6,800,2,1.8236442897516982,1.8757166968441799,0.786414915435353,2.258782877781815,2.2818382312800063,2.025647752980966
4079,DWLS,6,800,2,1.8304228977693884,2.01601900549336,1.0040773732508432,2.2602631899828944,2.281814503964826,2.164923658478156
4080,DWLS,6,800,2,1.7439103222233479,2.00420290335349,1.1770155552552632,2.2585530910622644,2.2802946448392163,2.218096738828576
4081,DWLS,6,800,2,1.3935132549201084,1.8132487585003103,1.2268773897507828,2.2549718969532453,2.281205287309556,2.009349770941376
4082,DWLS,6,800,2,1.3904923324232883,1.87416113636127,1.2704286340027133,2.260049606360745,2.281774957040296,2.167071746036996
4083,DWLS,6,800,2,1.8314503821958081,1.6268523086531699,0.752492634018443,2.260334373187715,2.281205287309556,2.012256466421136
4084,DWLS,6,800,2,1.474199394168338,1.94622694793372,1.1171453525881934,2.2574746825411447,2.281205287309556,2.176715440080686
4085,DWLS,6,800,2,2.0270304231248386,1.93492908558733,0.8338391916840028,2.2553775847948847,2.281054897260056,2.011695373943846
4086,DWLS,6,800,2,1.3982964896313386,1.9381626401983403,1.1966689493081932,2.2603027369074247,2.280064858119666,2.174671092023126
4087,DWLS,6,800,2,1.3683051127053183,1.83930653617711,1.077479457674123,2.260136628069045,2.2737105266516364,2.3053245400721263
4088,DWLS,6,800,2,1.3747886165765784,1.9774488946070299,0.8644424262361832,2.259828058336365,2.2805085311522664,2.048653507926246
4089,DWLS,6,800,2,1.759180887822668,2.0442666852426896,0.7683407323567932,2.2596935202521546,2.2813398253937662,1.9746802445461058
4090,DWLS,6,800,2,1.7555867859708383,1.60445233930694,0.917146964451903,2.260136628069055,2.281054897260056,2.155123378830796
4091,DWLS,6,800,2,1.1863785307712384,1.7744308384393899,1.127531698638333,2.2574746825411447,2.281814503964826,2.3820435486142664
4092,DWLS,6,800,2,1.3667766430463482,1.63636717659809,0.9788740169137431,2.259946751604125,2.276889351852286,2.160237990476186
4093,DWLS,6,800,2,1.3578030890375785,1.74586146221323,0.787576543033923,2.2596935202521546,2.281205287309556,2.2706723948697562
4094,DWLS,6,800,2,1.4463796155686583,1.9646726622200301,0.838300646068383,2.2602631899828944,2.2737105266516866,2.028059229175156
4095,DWLS,6,800,2,1.8269451323895882,1.8909497942917803,0.9964702770233834,2.259946751604125,2.2780100038662363,1.857920890824636
4096,DWLS,6,800,2,1.419454483664908,1.63450740678528,1.2637803823047231,2.2603027369074247,2.2815613734181466,2.1290290204358158
4097,DWLS,6,800,2,1.492030418806168,2.0856285770876006,1.1847249219315132,2.2585530910622644,2.2813398253937662,1.942536089719276
4098,DWLS,6,800,2,1.1107000711088986,1.5971808947851303,1.1665543561625031,2.2602631899828944,2.2818145039648163,2.181676497519886
4099,DWLS,6,800,2,1.3316278993483484,1.8853409774810204,1.1698168899814232,2.2585530910622644,2.2776525013357363,2.196443177544346
